name,inn,city,create_date,reg_date,last_tender_date,contract_value,staff,ban,bidding_num,wins_num,not_executed_contracts,terminated_contracts
ЗАО Авокадо,123456789717,Козельск,2001-06-30,2013-08-19,2022-01-05,8367235,1579,False,7,2,0,0
НКО Обыкновенное чудо,123456789718,Свиногорье,2005-04-29,2011-01-15,2017-05-26,2229400,114,False,79,8,2,0
ОАО Умка,123456789719,Урюпинск,2006-03-09,2020-03-07,2020-07-23,5994920,1243,False,54,19,0,1
ЗАО Фламинго,123456789720,Барнаул,2020-12-30,2023-02-28,2023-04-02,6629378,1382,False,22,11,0,0
НКО Мюзикл,123456789721,Урюпинск,2022-04-09,2022-09-27,2023-02-02,5900100,1834,False,18,3,0,0
ЗАО Мир праздничных услуг,123456789722,Барнаул,2012-09-13,2018-06-10,2018-12-26,2625355,562,False,99,14,0,0
ООО Апипяй,123456789723,Мамыри,2011-05-28,2012-09-02,2020-03-09,296144,1733,False,86,17,0,0
НКО Я на празднике,123456789724,Колпино,2011-03-16,2022-07-21,2023-01-27,502783,1171,False,90,7,0,0
ООО Праздничная затея,123456789725,Пыталово,2008-05-14,2011-04-05,2014-07-19,8835186,1478,True,102,12,0,0
КФХ Золотой ключик,123456789726,Урюпинск,2007-08-09,2010-02-10,2012-01-21,2777247,866,False,21,19,0,0
ОАО Малыш,123456789727,Мымрино,2008-01-05,2018-11-06,2020-01-02,6335190,619,False,89,88,0,0
НКО Холмы и горы,123456789728,Мымрино,2005-05-14,2018-06-22,2022-06-22,7707383,637,False,82,61,0,0
НКО Атлант,123456789729,Мамыри,2009-12-22,2014-04-12,2022-11-22,5441124,1591,False,21,20,0,0
НКО Августин,123456789730,Мымрино,2021-08-09,2021-10-17,2022-08-06,8723726,820,True,60,7,1,0
НКО Мультик,123456789731,Козельск,2005-04-16,2022-12-02,2023-01-11,7078408,1757,False,99,22,0,0
ОАО Удачный праздник,123456789732,Колпино,2011-03-14,2013-02-20,2022-03-22,368881,1087,False,108,87,0,0
КФХ Звездный дождь,123456789733,Урюпинск,2010-09-18,2020-08-13,2021-11-23,698878,259,False,9,2,0,0
НКО Абрикос,123456789734,Мытищи,2021-06-21,2023-02-26,2023-03-12,1762869,893,False,78,73,0,0
КФХ Звездопад,123456789735,Колпино,2015-01-11,2023-03-13,2023-03-17,6230716,1756,False,98,71,0,5
НКО Ультрамарин,123456789736,Козельск,2002-02-12,2019-06-15,2021-12-11,1589132,397,False,41,23,0,1
ОАО Родничок,123456789737,Колпино,2006-01-19,2020-08-18,2021-05-11,9766794,1120,False,16,4,0,0
НКО Триумф,123456789738,Колпино,2005-06-08,2019-05-09,2020-12-27,3215605,1866,False,70,54,0,0
ООО Разгуляй,123456789739,Новая Ляля,2003-05-17,2021-03-26,2022-07-31,2299281,1627,False,46,35,2,1
ОАО Смешарики,123456789740,Мымрино,2015-09-30,2018-10-23,2020-08-28,5733416,387,False,29,17,2,2
ООО Променадъ,123456789741,Новая Ляля,2018-07-01,2018-09-17,2020-11-12,9444569,1593,False,53,18,0,0
КФХ Гулливер,123456789742,Барнаул,2020-05-23,2022-03-31,2022-06-17,1374568,1299,False,22,14,0,0
ЗАО Ля Фэт,123456789743,Барнаул,2016-02-17,2016-10-28,2020-06-22,9180176,869,False,9,4,0,0
НКО Малина,123456789744,Мамыри,2019-05-04,2022-01-04,2022-07-24,3451815,689,False,42,4,0,0
КФХ Презент,123456789745,Барнаул,2018-10-03,2018-12-19,2020-05-30,7707027,516,False,82,54,0,0
ООО Чарли,123456789746,Барнаул,2016-01-01,2021-06-21,2022-09-16,7458655,463,False,40,26,5,0
ЗАО Щелкунчик,123456789747,Мымрино,2008-07-31,2018-08-09,2019-05-16,9627653,501,False,1,0,0,1
ЗАО Мандарин,123456789748,Колпино,2021-08-19,2022-10-11,2022-11-28,173960,581,False,56,4,0,0
ОАО Шарикус,123456789749,Козельск,2016-02-07,2018-10-10,2020-09-15,457284,995,False,0,0,0,0
ЗАО Агентство радости,123456789750,Мымрино,2021-08-31,2022-07-30,2022-12-07,3591833,1179,False,16,3,0,0
ОАО Романтика,123456789751,Мамыри,2014-07-07,2019-12-31,2021-10-29,2710526,170,False,104,63,0,5
ЗАО Мамонтенок,123456789752,Пыталово,2019-08-12,2021-07-21,2022-06-14,438444,358,False,30,16,0,5
ООО Забава,123456789753,Новая Ляля,2011-04-03,2018-09-28,2022-02-16,2861508,1600,False,28,13,0,0
ОАО Клоун Нюша,123456789754,Новая Ляля,2006-07-15,2006-09-18,2011-10-23,7145875,725,False,0,0,2,0
ООО Дельфиниум,123456789755,Новая Ляля,2017-09-23,2021-08-16,2021-09-14,5670176,1710,False,90,57,0,0
